ID,Sample Site,Numeric Result,Formatted Result,Result Units,Latitude (Degrees),Longitude (Degrees),Sample Date,Parameter,Site Key
52598702,Bow River Below Bearspaw Dam,2.5,2.5,øC,51.100403,-114.270774,04/13/2022,Water Temperature (Field),SUR_BR-BD
53199117,Bow River Below Bearspaw Dam,8,8,øC,51.100403,-114.270774,05/11/2022 ,Water Temperature (Field),SUR_BR-BD
53946454,Bow River Below Bearspaw Dam,9.7,9.7,øC,51.100403,-114.270774,06/15/2022 ,Water Temperature (Field),SUR_BR-BD
55018997,Bow River Below Bearspaw Dam,14,14,øC,51.100403,-114.270774,07/13/2022,Water Temperature (Field),SUR_BR-BD
56131117,Bow River Below Bearspaw Dam,17,17,øC,51.100403,-114.270774,08/10/2022 ,Water Temperature (Field),SUR_BR-BD
56997369,Bow River Below Bearspaw Dam,14.5,14.5,øC,51.100403,-114.270774,09/14/2022 ,Water Temperature (Field),SUR_BR-BD
57948056,Bow River Below Bearspaw Dam,10.1,10.1,øC,51.100403,-114.270774,10/13/2022 ,Water Temperature (Field),SUR_BR-BD
59213922,Bow River Below Bearspaw Dam,0.2,0.2,øC,51.100403,-114.270774,11/09/2022 ,Water Temperature (Field),SUR_BR-BD
60001103,Bow River Below Bearspaw Dam,0,0,øC,51.100403,-114.270774,12/15/2022 ,Water Temperature (Field),SUR_BR-BD
60554275,Bow River Below Bearspaw Dam,0.1,0.1,øC,51.100403,-114.270774,01/11/2023 ,Water Temperature (Field),SUR_BR-BD
60982877,Bow River Below Bearspaw Dam,0.1,0.1,øC,51.100403,-114.270774,02/15/2023 ,Water Temperature (Field),SUR_BR-BD
61398423,Bow River Below Bearspaw Dam,0,0,øC,51.100403,-114.270774,03/15/2023 ,Water Temperature (Field),SUR_BR-BD
61755178,Bow River Below Bearspaw Dam,2.4,2.4,øC,51.100403,-114.270774,04/12/2023,Water Temperature (Field),SUR_BR-BD
62798618,Bow River Below Bearspaw Dam,8.4,8.4,øC,51.100403,-114.270774,05/10/2023 ,Water Temperature (Field),SUR_BR-BD
64416385,Bow River Below Bearspaw Dam,16.666,16.666,øC,51.100403,-114.270774,06/14/2023,Water Temperature (Field),SUR_BR-BD
64694726,Bow River Below Bearspaw Dam,16.797,16.797,øC,51.100403,-114.270774,07/12/2023 ,Water Temperature (Field),SUR_BR-BD
65886617,Bow River Below Bearspaw Dam,18.694,18.694,øC,51.100403,-114.270774,08/16/2023 ,Water Temperature (Field),SUR_BR-BD
66219318,Bow River Below Bearspaw Dam,14.864,14.864,øC,51.100403,-114.270774,09/13/2023,Water Temperature (Field),SUR_BR-BD
68614422,Bow River Below Bearspaw Dam,10.139,10.139,øC,51.100403,-114.270774,10/11/2023,Water Temperature (Field),SUR_BR-BD
69866818,Bow River Below Bearspaw Dam,1.581,1.581,øC,51.100403,-114.270774,11/15/2023 ,Water Temperature (Field),SUR_BR-BD
72004677,Bow River Below Bearspaw Dam,0.224,0.224,øC,51.100403,-114.270774,12/13/2023 ,Water Temperature (Field),SUR_BR-BD
73005358,Bow River Below Bearspaw Dam,0.008,0.008,øC,51.100403,-114.270774,01/10/2024 ,Water Temperature (Field),SUR_BR-BD
73636023,Bow River Below Bearspaw Dam,0.014,0.014,øC,51.100403,-114.270774,02/14/2024,Water Temperature (Field),SUR_BR-BD
74683428,Bow River Below Bearspaw Dam,0.056,0.056,øC,51.100403,-114.270774,03/11/2024 ,Water Temperature (Field),SUR_BR-BD
75236353,Bow River Below Bearspaw Dam,2.803,2.803,øC,51.100403,-114.270774,04/08/2024,Water Temperature (Field),SUR_BR-BD
75881475,Bow River Below Bearspaw Dam,10.011,10.011,øC,51.100403,-114.270774,05/13/2024,Water Temperature (Field),SUR_BR-BD
77195572,Bow River Below Bearspaw Dam,12.248,12.248,øC,51.100403,-114.270774,06/10/2024 ,Water Temperature (Field),SUR_BR-BD
79340170,Bow River Below Bearspaw Dam,14.481,14.481,øC,51.100403,-114.270774,07/08/2024 ,Water Temperature (Field),SUR_BR-BD
100925529,Bow River Below Bearspaw Dam,17.046,17.046,øC,51.100403,-114.270774,08/12/2024 ,Water Temperature (Field),SUR_BR-BD
102674233,Bow River Below Bearspaw Dam,14.412,14.412,øC,51.100403,-114.270774,09/10/2024 ,Water Temperature (Field),SUR_BR-BD
103858956,Bow River Below Bearspaw Dam,9.653,9.653,øC,51.100403,-114.270774,10/07/2024 ,Water Temperature (Field),SUR_BR-BD
